voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K],TR_train[K/W]
73.6,1.084,80.1,60,80,60,0,0.733,340.21,305.25,273.6529911,274.2960076,371.51,0.4369999999999997
73.6,1.093,80.3,60,80,30,0,0.433,308.37,302.075,273.4920526,274.5814911,335.47,0.0786875000000002
52.2,0.777,40.7,60,40,30,0,0.383,307.73,303.125,273.4449576,274.0155441,0,0.11512499999999903
63.7,0.937,59.9,60,60,0,0,0.933,361.15,304.175,273.6295832,274.5171747,352.85,0.9495833333333337
74.4,1.085,80.9,60,80,0,0,0.573,393.53,303.75,273.7720932,274.4227922,327.27,1.1222499999999997
71.6,1.054,75.7,60,80,90,0,1.413,363.27,343.675,273.9848653,285.2629063,314.55,0.24493750000000034
81.6,1.195,97.6,60,100,0,0,0.553,378.39,302.775,273.7004544,274.3730427,363.55,0.7561500000000001
63.3,0.938,59.5,60,60,30,0,0.503,318.47,303.8,273.6569517,274.0536961,351.05,0.24450000000000027
51.9,0.769,40,60,40,0,0,0.543,332.43,303.825,273.4088436,274.6068802,353.75,0.715124999999999
63.3,0.932,59.1,60,60,30,0,0.933,358.05,309.15,275.9266887,277.070034,351.05,0.8149999999999996
89.9,1.322,119.1,60,120,90,0,1.553,364.81,349.85,274.3323705,281.5138109,0,0.12466666666666697
82.5,1.225,101,60,100,90,0,0.523,317.81,304.175,273.6060702,274.6430394,371.29,0.13634999999999992
81.1,1.192,96.9,60,100,60,0,1.253,361.05,333.15,273.9593207,284.2504504,362.37,0.27899999999999975
63.5,0.932,59.4,60,60,0,0,0.973,370.29,305.475,273.6529911,275.3246647,352.85,1.08025
63.2,0.938,59.5,60,60,60,0,0.533,327.43,303.175,273.5938468,274.5073872,342.29,0.40424999999999994
90.1,1.319,119,60,120,30,0,1.403,364.31,334.175,274.3921755,293.8269397,0,0.25112499999999993
63.9,0.943,60.3,60,60,90,0,0.463,326.45,306.25,273.741608,274.3583046,337.87,0.3366666666666665
73.7,1.085,80.1,60,80,30,0,0.563,349.37,301.675,273.7390671,274.5098407,335.47,0.5961875000000006
82.7,1.213,100.4,60,100,30,0,1.263,362.09,339.575,273.7887488,292.5492053,338.17,0.22514999999999985
90.4,1.324,119.8,60,120,60,0,1.673,367.09,337.075,274.1287747,285.222662,333.65,0.2501249999999999
64,0.939,60.3,60,60,90,0,0.843,352.81,314.275,273.6327007,276.7669739,337.87,0.6422499999999994
63.8,0.943,60.3,60,60,90,0,0.463,321.73,306.075,273.641935,274.3730427,337.87,0.2609166666666662
89.8,1.333,119.9,60,120,90,0,0.603,321.59,304.225,273.9518728,274.543736,0,0.1447083333333334
64.2,0.943,60.6,60,60,90,0,0.853,353.61,317.175,273.7227128,277.4977005,337.87,0.607250000000001
73.6,1.079,79.6,60,80,60,0,1.593,366.71,344.8,274.0090693,286.1367882,371.51,0.2738750000000003
74,1.086,80.5,60,80,60,0,0.943,355.39,307.25,274.0433085,274.7034907,371.51,0.6017499999999998
64,0.939,60.1,60,60,90,0,0.823,353.25,315.325,273.591588,276.7,337.87,0.6320833333333336
74.3,1.084,80.7,60,80,0,0,0.563,387.77,303.8,273.8223095,274.4003333,327.27,1.0496250000000003
91.8,1.341,123.2,60,120,60,0,2.383,375.77,368.95,274.3149034,286.9473427,333.65,0.05683333333333328
73.6,1.085,80,60,80,0,0,0.543,333.61,302.9,273.6958938,274.3233144,327.27,0.38387499999999974
91.9,1.342,123.6,60,120,60,0,2.313,375.01,369.15,274.4645341,285.9108777,333.65,0.048833333333333444
52.1,0.769,40.1,60,40,0,0,0.723,348.59,303.675,273.5281534,274.5721463,353.75,1.1228750000000005
91,1.33,121.2,60,120,60,0,2.343,374.97,370.875,274.0864828,281.9019046,333.65,0.03412499999999975
89.4,1.315,117.6,60,120,90,0,1.383,357.55,350.975,278.0591751,278.9783074,0,0.05479166666666657
64.3,0.942,60.7,60,60,90,0,0.883,354.31,314.3,273.6529911,275.6778449,337.87,0.6668333333333332
80.7,1.186,95.8,60,100,60,0,1.613,366.39,350.325,274.1663661,290.8460212,362.37,0.16065
72.2,1.064,76.9,60,80,90,0,1.313,361.13,341.375,274.7094871,291.034141,314.55,0.24693749999999995
73.6,1.086,80.1,60,80,0,0,0.533,334.43,302.95,273.7348077,274.3527746,327.27,0.3934999999999995
89.9,1.335,120,60,120,90,0,0.593,317.21,304.2,273.9424645,274.5296135,0,0.10841666666666659
83.7,1.229,103.1,60,100,90,0,1.783,368.91,361.025,273.9914274,284.1504167,371.29,0.0788499999999999
63.3,0.934,59.2,60,60,60,0,1.043,357.27,317.35,274.2348963,280.1713959,342.29,0.6653333333333336
74.3,1.09,81.2,60,80,0,0,0.743,364.91,303.475,273.7049775,274.4445398,327.27,0.7679375
90.1,1.318,119,60,120,30,0,1.733,377.87,345.05,277.0828107,293.5141842,0,0.2735000000000004
89.5,1.309,117.2,60,120,30,0,1.683,369.31,343.825,274.7971187,293.9139712,0,0.21237500000000012
90,1.321,119,60,120,30,0,1.113,361.59,322,277.7033504,283.0442744,0,0.32991666666666647
63.2,0.939,59.5,60,60,60,0,0.543,323.45,303.275,273.659902,274.5073872,342.29,0.3362500000000002
51.9,0.772,40.2,60,40,90,0,0.523,340.17,305.775,273.4274887,274.4367919,322.31,0.8598749999999995
90.3,1.326,120,60,120,90,0,1.893,369.93,364.55,273.9938009,281.7430204,0,0.044833333333333295
52.8,0.78,41.3,60,40,60,0,0.753,349.79,305.375,276.0556841,274.9432745,352.47,1.110374999999999
73.8,1.084,80.2,60,80,60,0,1.323,362.13,333.65,274.0371302,283.335938,371.51,0.3560000000000002
63.8,0.943,60.2,60,60,90,0,0.453,323.43,306.2,273.5994441,274.3233144,337.87,0.287166666666666
81,1.189,96.3,60,100,60,0,1.573,366.45,350.25,274.1574721,289.7514056,362.37,0.1619999999999999
84.2,1.238,104.1,60,100,90,0,1.703,367.11,360.575,274.0571935,286.8100085,371.29,0.06535000000000026
72.3,1.064,77,60,80,90,0,1.513,363.67,347.65,273.9574652,287.8657512,314.55,0.20024999999999976
63.4,0.935,59.4,60,60,60,0,1.073,357.55,316.35,274.0102325,280.0729088,342.29,0.6866666666666664
63.5,0.937,59.7,60,60,60,0,0.753,350.95,309.2,274.590486,279.054518,342.29,0.6958333333333333
73.4,1.085,79.8,60,80,30,0,0.513,332.85,301.775,273.7067764,274.5814911,335.47,0.3884374999999999
63.2,0.931,58.8,60,60,30,0,0.933,358.29,309.45,276.4131273,277.4951122,351.05,0.8139999999999996
89.3,1.315,117.9,60,120,90,0,1.363,358.05,351.725,276.5770979,279.2247428,0,0.05270833333333324
74,1.085,80.3,60,80,60,0,1.043,357.33,315.9,273.9636338,282.6144951,371.51,0.5178750000000001
74,1.086,80.4,60,80,30,0,1.273,363.53,338.05,275.6373681,298.8348853,335.47,0.3185000000000002
83.4,1.225,102.3,60,100,30,0,0.653,353.45,320.2,276.4537857,281.949053,338.17,0.3325
72.3,1.064,77.2,60,80,90,0,1.513,363.91,348.425,274.2871016,288.6841291,314.55,0.19356250000000016
82,1.206,99.2,60,100,90,0,1.383,361.31,343.8,275.9913025,284.5880942,371.29,0.17509999999999992
63.5,0.936,59.5,60,60,30,0,0.833,354.21,308.95,275.0820973,278.9488505,351.05,0.7543333333333332
51.9,0.772,40.2,60,40,90,0,0.483,330.61,305.75,273.4709361,274.4866625,322.31,0.6214999999999989
73.9,1.085,80.3,60,80,30,0,1.203,361.59,331.025,275.585775,293.7437491,335.47,0.38206249999999997
74.2,1.09,81,60,80,0,0,0.713,356.87,303.25,273.6903702,274.3527746,327.27,0.67025
90.4,1.322,119.7,60,120,30,0,1.823,375.51,346.825,277.1391102,293.9897657,0,0.23904166666666668
52,0.768,40.1,60,40,0,0,0.693,347.61,303.775,273.4935113,274.5814911,353.75,1.0958750000000008
53.5,0.793,42.5,60,40,90,0,0.703,351.27,312.65,275.5020204,280.7648977,322.31,0.9655000000000001
73.8,1.084,80.1,60,80,60,0,1.363,363.13,344.525,273.9697561,288.9564069,371.51,0.23256250000000023
74.4,1.085,80.9,60,80,0,0,0.563,394.51,303.775,273.8042171,274.3730427,327.27,1.1341875000000001
72.3,1.065,77.2,60,80,90,0,1.513,364.73,345.225,274.0113942,286.7356235,314.55,0.24381249999999993
52,0.768,40,60,40,0,0,0.703,347.93,303.725,273.484664,274.5389444,353.75,1.1051249999999997
73.7,1.083,79.9,60,80,60,0,1.313,361.91,334.45,274.0681503,286.3335756,371.51,0.3432499999999997
90.8,1.327,120.7,60,120,60,0,2.283,374.45,367.675,274.7136496,285.7738861,333.65,0.05645833333333362
52.4,0.774,40.7,60,40,60,0,0.813,356.89,304.975,273.5281534,274.7,352.47,1.2978750000000006
90.1,1.324,119.4,60,120,30,0,0.983,358.41,316.275,277.3652106,280.8624899,0,0.3511249999999999
52.7,0.778,41,60,40,60,0,0.733,351.05,304.725,273.5174235,274.4801002,352.47,1.1581249999999996
63.3,0.938,59.6,60,60,60,0,0.543,326.85,303.2,273.6243416,274.5296135,342.29,0.3941666666666663
64.2,0.942,60.7,60,60,90,0,0.863,353.83,317.35,273.582435,276.7914283,337.87,0.6080000000000003
82.6,1.214,100.4,60,100,90,0,1.743,369.81,356.275,274.7320872,290.0367552,371.29,0.1353499999999997
81.9,1.206,98.9,60,100,0,0,0.553,349.71,302.275,273.5537326,274.3342719,363.55,0.47435000000000005
72.4,1.069,77.7,60,80,90,0,0.833,351.81,303,274.4081733,275.3309784,314.55,0.6101249999999994
82.5,1.211,100,60,100,30,0,1.193,360.71,336.425,273.7808724,291.3464053,338.17,0.24285000000000026
63.2,0.937,59.3,60,60,30,0,0.443,311.81,303.45,274.0461027,273.9541559,351.05,0.13933333333333356
53,0.784,41.6,60,40,30,0,0.673,344.99,304.625,273.9518728,274.4079746,0,1.0091250000000003
90.9,1.328,120.8,60,120,60,0,2.343,374.45,365.575,274.917767,287.6986254,333.65,0.07395833333333333
73.7,1.083,80,60,80,30,0,1.083,359.09,324.05,275.2720273,293.6494309,335.47,0.4380000000000003
74.3,1.089,81.1,60,80,0,0,0.723,366.09,303.45,273.6529911,274.4227922,327.27,0.7829999999999998
89.9,1.325,118.9,60,120,90,0,0.893,355.73,305.1,273.8828028,275.3987033,0,0.4219166666666666
74.4,1.091,81.3,60,80,0,0,0.693,367.99,303.425,273.6866563,274.4079746,327.27,0.8070625000000007
73.3,1.091,79.9,60,80,90,0,0.583,309.73,299.975,273.5766146,274.3115363,314.55,0.12193749999999995
83.1,1.219,101.5,60,100,30,0,1.223,369.75,338.7,274.8128289,289.589485,338.17,0.3105000000000001
64.4,0.944,60.9,60,60,90,0,0.883,355.29,314,274.0461027,277.5199733,337.87,0.688166666666666
74.3,1.089,81,60,80,0,0,0.733,365.67,303.45,273.6618594,274.4227922,327.27,0.7777499999999996
53.3,0.79,42.2,60,40,90,0,0.743,351.71,311.45,273.9673127,279.9534305,322.31,1.0064999999999997
64.3,0.944,61,60,60,90,0,0.883,354.41,317.675,273.748331,277.7885163,337.87,0.6122500000000002
82.4,1.222,100.8,60,100,0,0,0.413,314.95,301.05,275.0261663,273.9541559,363.55,0.13900000000000035
74.2,1.091,81.2,60,80,0,0,0.693,354.27,303.25,273.6857238,274.3527746,327.27,0.6377499999999998
52,0.772,40.2,60,40,90,0,0.533,340.87,305.775,273.4363564,274.4367919,322.31,0.8773750000000007
63.6,0.934,59.7,60,60,0,0,0.963,367.65,306.825,273.6398979,276.4488634,352.85,1.0137499999999997
52.3,0.776,40.7,60,40,60,0,0.593,330.59,304.55,273.4786335,274.494123,352.47,0.6510000000000005
84.2,1.237,104.1,60,100,90,0,1.703,367.75,361.5,274.4879088,286.1180376,371.29,0.0625
73.9,1.083,80.2,60,80,30,0,1.453,364.43,341.025,275.4209029,299.0552601,335.47,0.29256249999999967
52.8,0.781,41.4,60,40,30,0,0.643,341.23,304.45,273.9481228,274.3610601,0,0.9194999999999993
63.3,0.937,59.4,60,60,30,0,0.473,315.69,303.65,273.744138,273.9541559,351.05,0.20066666666666702
52.8,0.783,41.5,60,40,90,0,0.673,350.09,307.8,274.1028903,276.0967496,322.31,1.0572500000000005
64,0.939,60.2,60,60,90,0,0.843,353.51,314.975,273.7965292,275.9894542,337.87,0.6422500000000004
74.2,1.091,81.2,60,80,0,0,0.663,348.81,303.175,273.7887488,274.3730427,327.27,0.5704374999999999
89.6,1.319,118,60,120,90,0,1.243,359.93,331.3,274.293241,286.9060896,0,0.2385833333333333
91.3,1.335,122.1,60,120,60,0,2.373,375.43,370.05,274.7506249,284.4096625,333.65,0.044833333333333295
73.6,1.089,80,60,80,30,0,0.493,324.23,301.9,273.7348077,274.5320275,335.47,0.2791249999999998
82,1.203,98.9,60,100,30,0,1.153,370.23,337.675,273.9818654,290.332234,338.17,0.32555000000000006
81.9,1.203,98.8,60,100,0,0,0.543,359.99,302.55,273.6005552,274.4016656,363.55,0.5744000000000006
82.1,1.208,99.4,60,100,60,0,0.803,354.89,312.25,276.319858,281.8937597,362.37,0.4263999999999999
72.5,1.073,78.1,60,80,90,0,0.643,336.37,301.175,273.6763079,274.2526483,314.55,0.43993750000000065
74,1.085,80.6,60,80,60,0,1.013,356.15,316.175,274.0073214,285.3104208,371.51,0.4996875000000003
82.3,1.21,99.8,60,100,90,0,1.623,367.59,352.575,274.1712737,292.1367278,371.29,0.15014999999999987
52.2,0.775,40.5,60,40,60,0,0.593,325.37,304.575,273.4771085,274.4547988,352.47,0.519874999999999
52.1,0.774,40.4,60,40,90,0,0.513,338.59,305.825,273.4107681,274.4725606,322.31,0.8191249999999997
74.4,1.088,81.1,60,80,0,0,0.563,380.35,304.5,273.8095453,274.7634848,327.27,0.9481249999999996
63.7,0.94,60,60,60,30,0,0.683,348.63,304.85,273.7390671,274.2960076,351.05,0.7296666666666671
63.1,0.929,58.8,60,60,30,0,1.013,362.41,308.7,274.4740091,276.7430488,351.05,0.8951666666666663
73.4,1.082,79.6,60,80,60,0,0.703,333.57,305.2,273.6211688,274.2590537,371.51,0.3546250000000001
89.7,1.319,118.5,60,120,90,0,1.483,361.67,351.075,276.8095082,278.1228429,0,0.08829166666666642
82.6,1.212,100.3,60,100,90,0,1.793,367.75,360.125,274.6878556,285.0821345,371.29,0.07625
82.2,1.214,99.9,60,100,0,0,0.493,338.17,301.8,274.5684499,274.1972185,363.55,0.3637
83.7,1.229,103,60,100,90,0,1.783,368.91,361.025,273.9914274,284.1504167,371.29,0.0788499999999999
89.9,1.314,118.4,60,120,30,0,1.883,377.23,348.025,277.0187207,294.1035001,0,0.24337499999999987
64.6,0.947,61.3,60,60,90,0,0.883,354.77,317.075,273.8585196,277.6022466,337.87,0.6282499999999999
63.6,0.944,60.1,60,60,30,0,0.383,308.95,303.225,276.9003333,273.8051081,351.05,0.09541666666666705
80.8,1.186,96,60,100,60,0,1.643,367.25,352.85,273.9985281,289.0992947,362.37,0.14400000000000035
90.4,1.339,121.8,60,120,60,0,0.673,310.63,304.3,273.9848653,273.9267453,333.65,0.05275000000000034
90,1.319,118.8,60,120,30,0,1.413,363.77,337.7,274.0200575,292.9574902,0,0.21724999999999994
74.2,1.089,81,60,80,0,0,0.723,357.65,303.3,273.6295832,274.39499,327.27,0.6793750000000003
63.4,0.931,59.3,60,60,0,0,0.933,368.25,306.575,273.6295832,276.1615057,352.85,1.0279166666666668
83.9,1.234,104.1,60,100,90,0,1.683,367.71,360.7,274.2958621,286.4990324,371.29,0.07009999999999991
52,0.776,40.4,60,40,90,0,0.453,322.81,305.675,273.4380972,274.5073872,322.31,0.42837500000000117
82.8,1.217,101,60,100,90,0,1.243,360.47,343.875,274.3127553,285.1117097,371.29,0.1659499999999997
73.9,1.086,80.5,60,80,30,0,1.233,359.61,327.85,274.0708692,293.6845238,335.47,0.3969999999999999
91.1,1.332,121.3,60,120,60,0,2.323,374.09,361.825,274.3217508,290.8541191,333.65,0.10220833333333322
53.4,0.79,42.3,60,40,90,0,0.743,352.35,310.975,274.305422,278.8370467,322.31,1.034375
82.4,1.209,99.8,60,100,30,0,1.193,363.23,338.125,275.8401673,291.6211261,338.17,0.2510499999999996
51.9,0.768,40,60,40,0,0,0.573,337.37,303.8,273.4088436,274.5933757,353.75,0.8392500000000013
82,1.211,99.5,60,100,60,0,0.653,338.75,305.175,273.8019202,274.5073872,362.37,0.33575000000000044
53.5,0.793,42.5,60,40,90,0,0.733,351.83,312.8,274.8013631,281.0335271,322.31,0.9757500000000008
81.9,1.204,98.6,60,100,0,0,0.543,356.99,302.475,273.6005552,274.413263,363.55,0.5451500000000005
73.9,1.085,80.4,60,80,30,0,1.383,362.33,341.1,274.3714745,297.6929555,335.47,0.26537500000000025
52.2,0.779,40.8,60,40,90,0,0.423,310.33,305.7,273.5201351,274.5296135,322.31,0.11574999999999988
82.2,1.206,99.5,60,100,30,0,1.153,368.89,336.325,274.5038833,291.4341233,338.17,0.32565
72.2,1.063,76.8,60,80,90,0,1.343,361.61,344.575,274.5112494,293.0933155,314.55,0.2129375000000003
83,1.228,102.1,60,100,30,0,0.323,327.47,305.175,274.467953,274.1742884,338.17,0.22295000000000015
90.5,1.329,120.4,60,120,90,0,2.053,371.55,362.45,273.8949832,284.5818269,0,0.07583333333333304
73.8,1.083,80.1,60,80,30,0,1.473,364.63,341.425,275.0119882,299.1759326,335.47,0.2900625000000005
82.7,1.219,101,60,100,90,0,0.903,354.17,311.2,274.1384331,279.1746715,371.29,0.4296999999999997
64.3,0.943,60.8,60,60,90,0,0.873,354.39,319.75,273.7768971,278.6034393,337.87,0.5773333333333331
63.8,0.943,60.2,60,60,90,0,0.443,320.83,306,273.730517,274.3233144,337.87,0.2471666666666664
89,1.302,115.8,60,120,30,0,1.723,371.19,345.525,275.579609,293.9761654,0,0.2138749999999997
73.9,1.084,80.2,60,80,30,0,1.283,361.17,338.6,275.1024344,297.5671388,335.47,0.2821249999999999
82.4,1.222,100.7,60,100,90,0,0.533,320.67,304.175,273.7218391,274.6430394,371.29,0.16495000000000004
90.3,1.321,119.4,60,120,30,0,1.803,376.65,346.025,277.2298284,294.570298,0,0.2552083333333333
90.4,1.328,120.4,60,120,90,0,2.023,371.21,362.7,273.9642481,283.9087174,0,0.07091666666666659
89.8,1.331,119.4,60,120,90,0,0.613,325.51,304.175,274.0119745,274.5073872,0,0.17779166666666696
90.9,1.329,121,60,120,60,0,2.363,375.41,367.15,274.2353571,288.6612862,333.65,0.06883333333333326
90,1.333,120,60,120,90,0,0.633,332.25,304.2,273.9342194,274.5296135,0,0.2337500000000001
63.4,0.935,59.5,60,60,30,0,0.893,354.61,309.2,274.3088788,277.9655997,351.05,0.7568333333333328
52.1,0.774,40.5,60,40,30,0,0.473,318.01,303.7,274.1954664,274.190833,0,0.35775000000000007
74.5,1.091,81.4,60,80,0,0,0.693,369.13,303.4,273.6857238,274.4576697,327.27,0.8216250000000003
64.3,0.948,61.1,60,60,90,0,0.513,338.07,306.525,273.582435,274.4801002,337.87,0.5257500000000003
51.9,0.773,40.2,60,40,0,0,0.453,311.49,303.975,273.5146917,274.6430394,353.75,0.18787500000000107
89.7,1.316,118.2,60,120,0,0,1.083,358.29,301.675,273.9824662,274.2404892,344.51,0.4717916666666667
63.3,0.931,58.9,60,60,30,0,1.023,361.35,309.125,274.506466,277.0198622,351.05,0.8704166666666661
63.1,0.933,59,60,60,60,0,0.603,344.05,303.25,273.56833,274.494123,342.29,0.6799999999999993
83.7,1.23,103,60,100,90,0,1.713,367.15,356.875,274.9665902,286.0031125,371.29,0.10274999999999977
82,1.202,98.9,60,100,30,0,1.153,370.43,339.4,273.9605554,290.1530389,338.17,0.31029999999999974
63.3,0.934,59.3,60,60,60,0,0.783,351.03,313.575,274.8432218,281.8839853,342.29,0.6242499999999997
72.1,1.063,76.8,60,80,90,0,1.313,361.07,337.075,274.3319475,287.5424459,314.55,0.29993749999999936
74.2,1.084,80.5,60,80,0,0,0.563,386.85,303.85,273.8245369,274.4332251,327.27,1.0375
90.9,1.328,120.8,60,120,60,0,2.393,374.95,366.85,274.646663,287.0345238,333.65,0.06750000000000018
63.3,0.935,59.3,60,60,60,0,0.673,349.25,303.475,273.8208204,274.5768263,342.29,0.7629166666666672
72.5,1.069,77.5,60,80,90,0,0.873,353.05,316.55,274.7263883,293.9954631,314.55,0.45625
81.7,1.198,98.1,60,100,0,0,0.543,370.73,302.65,273.6949771,274.3583046,363.55,0.6808000000000004
82.6,1.228,101.5,60,100,60,0,0.573,312.89,305.225,273.6378524,274.4725606,362.37,0.0766500000000002
52.1,0.769,40.1,60,40,0,0,0.633,343.55,303.775,273.4415476,274.5721463,353.75,0.9943749999999995
90.5,1.336,120.6,60,120,60,0,0.703,317.85,304.475,274.0527735,273.9761356,333.65,0.11145833333333334
90.7,1.328,120.6,60,120,60,0,1.763,369.51,351.8,274.1107289,288.098244,333.65,0.14758333333333365
72.5,1.069,77.7,60,80,90,0,0.893,353.01,316.125,275.0216303,292.0959538,314.55,0.4610624999999999
82.3,1.207,99.5,60,100,30,0,1.173,368.27,337.575,274.0757429,290.4690406,338.17,0.30694999999999995
91,1.33,121.1,60,120,60,0,2.363,375.41,363.125,274.0263561,291.8046464,333.65,0.10237499999999973
90.4,1.329,120.4,60,120,90,0,1.783,367.99,354.1,273.961172,284.2653048,0,0.11575000000000037
63.3,0.932,59.1,60,60,60,0,0.973,355.03,324.75,273.6715362,284.8538455,342.29,0.5046666666666663
90.2,1.327,120.1,60,120,90,0,1.473,364.25,347.05,273.8949832,279.9783722,0,0.1433333333333337
52.4,0.775,40.7,60,40,60,0,0.823,353.69,305.55,273.6676872,275.2396571,352.47,1.2035000000000011
52.3,0.779,40.8,60,40,30,0,0.363,306.13,302.975,273.4088436,273.9761356,0,0.07887500000000074
73.8,1.085,80.3,60,80,60,0,1.353,362.81,340.3,273.83775,284.0380669,371.51,0.2813749999999999
64.2,0.942,60.7,60,60,90,0,0.823,353.05,312.525,273.7582763,276.8857507,337.87,0.6754166666666663
90.3,1.327,120,60,120,30,0,0.443,333.67,303.5,276.4578694,273.9886497,0,0.25141666666666634
90,1.321,119.1,60,120,90,0,1.883,369.55,363.325,274.8083124,282.5589939,0,0.05187499999999971
63.7,0.939,59.8,60,60,30,0,0.783,353.37,305.5,275.477445,274.6938048,351.05,0.7978333333333334
90.3,1.327,119.8,60,120,60,0,0.773,342.31,304.975,274.0234987,274.1104686,333.65,0.3111249999999998
73.9,1.086,80.4,60,80,30,0,1.183,360.11,325.925,275.1532474,293.9391598,335.47,0.42731250000000076
83.9,1.232,103.6,60,100,90,0,1.743,368.17,361.275,273.8963243,283.0331085,371.29,0.06894999999999982
53.3,0.79,42.2,60,40,90,0,0.703,351.47,311,274.0343076,279.1263422,322.31,1.0117499999999993
52,0.771,40.2,60,40,60,0,0.613,338.33,304.575,273.4183282,274.4547988,352.47,0.8438749999999999
80.6,1.184,95.6,60,100,60,0,1.483,364.17,347.9,275.4752957,284.4216458,362.37,0.16269999999999982
90,1.322,119.1,60,120,90,0,1.923,370.19,361.85,274.0090693,283.4096296,0,0.0694999999999998
72.4,1.069,77.6,60,80,90,0,0.853,352.33,304.425,274.3277096,276.3451787,314.55,0.5988125000000004
63.8,0.939,60.1,60,60,0,0,0.853,353.07,304.15,273.4771085,274.5665686,352.85,0.8153333333333336
90,1.324,119.5,60,120,90,0,1.623,366.63,350.85,274.0918068,282.1876988,0,0.13150000000000026
82.5,1.212,100.1,60,100,90,0,1.503,364.77,355.625,273.8655418,287.0607572,371.29,0.09144999999999982
63.5,0.932,59.5,60,60,0,0,0.973,369.93,305.6,273.6715362,275.5086719,352.85,1.0721666666666665
52.1,0.777,40.6,60,40,90,0,0.443,318.37,305.675,273.513318,274.5073872,322.31,0.31737500000000124
89.2,1.305,116.4,60,120,30,0,1.643,372.83,343.75,276.499179,293.3949994,0,0.2423333333333332
52.1,0.771,40.3,60,40,60,0,0.613,338.43,304.575,273.4183282,274.4547988,352.47,0.846374999999999
63.7,0.942,60.2,60,60,30,0,0.593,337.17,304.475,273.4771085,274.2404892,351.05,0.5449166666666666
63.7,0.942,60.1,60,60,30,0,0.603,336.21,304.45,273.4630495,274.2239336,351.05,0.5293333333333332
63.6,0.934,59.6,60,60,0,0,0.943,361.41,304.3,276.2976976,274.6851439,352.85,0.9518333333333335
63.7,0.943,60.2,60,60,30,0,0.543,325.61,304.075,273.5537326,274.0383505,351.05,0.35891666666666616
73.5,1.084,79.8,60,80,60,0,0.703,332.97,305.175,273.6211688,274.2465856,371.51,0.3474375000000002
