voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K],TR_train[K/W]
90.1,1.317,118.6,60,120,30,0,1.783,377.07,346.075,277.5056859,294.4745359,0,0.2582916666666667
91.3,1.334,121.9,60,120,60,0,2.343,375.23,369.45,274.8520576,282.8909787,333.65,0.04816666666666691
90.3,1.322,119.6,60,120,30,0,1.593,373.61,343.85,277.0975309,294.3957054,0,0.24799999999999991
71.8,1.057,76.2,60,80,90,0,1.543,364.73,347.775,273.902994,288.6463168,314.55,0.2119375000000005
51.9,0.768,40,60,40,0,0,0.603,339.23,303.825,273.4363564,274.543736,353.75,0.8851249999999993
82.7,1.215,100.6,60,100,90,0,1.703,368.09,359.225,274.8479399,285.4773071,371.29,0.08865000000000009
90.3,1.327,120,60,120,90,0,1.853,369.31,360,274.0348729,285.1856415,0,0.07758333333333288
82.5,1.212,100.2,60,100,90,0,1.703,368.25,355.6,274.2153638,289.4375208,371.29,0.12650000000000033
63.6,0.937,59.6,60,60,30,0,0.763,351.37,304.9,274.1973777,274.3233144,351.05,0.7745000000000004
90.8,1.327,120.7,60,120,60,0,2.333,375.21,368.475,274.6274979,286.2578539,333.65,0.05612500000000011
89.8,1.314,118.2,60,120,30,0,1.863,375.79,347.875,276.3151224,292.3446824,0,0.2326249999999997
74.4,1.086,80.9,60,80,0,0,0.573,390.31,303.8,273.8521396,274.3896236,327.27,1.081375
90,1.323,119.3,60,120,90,0,1.643,365.83,350.525,274.1732302,282.1789811,0,0.12754166666666672
52,0.772,40.2,60,40,90,0,0.543,342.29,305.85,273.4107681,274.4227922,322.31,0.9109999999999999
90.1,1.332,120.3,60,120,90,0,0.683,343.23,304.275,273.9226578,274.5073872,0,0.3246249999999999
83.7,1.23,103,60,100,90,0,1.703,368.05,363.5,274.2813708,282.9997039,371.29,0.04549999999999955
51.9,0.772,40.2,60,40,90,0,0.483,331.59,305.775,273.4380972,274.4367919,322.31,0.6453749999999999
63.6,0.94,59.9,60,60,0,0,0.633,337.87,304.05,273.4614482,274.494123,352.85,0.5636666666666675
73.7,1.083,79.9,60,80,60,0,1.403,363.71,342,274.0949868,283.3655111,371.51,0.27137499999999976
89.9,1.335,119.8,60,120,90,0,0.593,318.17,304.225,273.9574652,274.543736,0,0.11620833333333327
73.7,1.084,80.1,60,80,30,0,0.953,356.55,314.95,275.5943813,282.1514814,335.47,0.5199999999999996
82.5,1.211,100.2,60,100,30,0,1.213,361.49,336.575,274.1210819,291.4867345,338.17,0.2491500000000002
73.7,1.086,80.2,60,80,0,0,0.543,335.33,302.975,273.7130275,274.3028949,327.27,0.4044375000000002
52.1,0.778,40.6,60,40,90,0,0.433,315.33,305.675,273.5938468,274.5073872,322.31,0.24137500000000073
73.6,1.084,80,60,80,30,0,0.733,349.97,309.525,274.3796341,280.4059745,335.47,0.5055624999999999
63.2,0.932,59,60,60,60,0,0.903,354.41,315.775,274.5828294,279.9236622,342.29,0.6439166666666665
73.7,1.082,79.9,60,80,60,0,1.283,361.39,334,273.9642481,286.4922887,371.51,0.3423749999999998
90,1.326,119.3,60,120,90,0,0.893,356.67,305.05,274.1732302,275.1616328,0,0.4301666666666667
82.2,1.205,99.2,60,100,30,0,1.153,368.61,335.65,274.0896808,291.4606526,338.17,0.3295999999999998
63.1,0.937,59.3,60,60,30,0,0.413,309.63,303.325,274.0200575,273.8774384,351.05,0.10508333333333345
72.2,1.063,76.7,60,80,90,0,1.523,364.09,348.45,274.4002,288.2127576,314.55,0.19549999999999984
90.2,1.325,119.9,60,120,90,0,1.893,369.65,363.975,275.4445588,283.9068195,0,0.04729166666666676
71.4,1.051,75.3,60,80,90,0,1.403,363.29,344.225,273.9642481,283.2420348,314.55,0.23831249999999998
74.4,1.091,81.2,60,80,0,0,0.743,362.91,303.4,273.7728965,274.39499,327.27,0.7438749999999998
90,1.321,119.1,60,120,30,0,1.093,363.31,321.725,276.2649639,282.8020723,0,0.34654166666666647
71.8,1.057,76.2,60,80,90,0,1.473,363.77,344.675,274.3127553,286.6148617,314.55,0.23868750000000033
64.5,0.946,61,60,60,90,0,0.873,355.09,315.4,273.9329432,277.498563,337.87,0.6615
63.3,0.932,59.3,60,60,30,0,1.053,361.57,312.725,276.8468906,274.773525,351.05,0.8140833333333338
72.2,1.063,77,60,80,90,0,1.453,363.35,343.95,274.4325755,290.1713591,314.55,0.24249999999999972
51.9,0.769,40,60,40,0,0,0.533,330.81,303.825,273.3908319,274.6068802,353.75,0.6746250000000004
63.3,0.937,59.4,60,60,30,0,0.473,315.35,303.6,273.7330952,273.9267453,351.05,0.19583333333333333
51.6,0.768,39.7,60,40,60,0,0.473,308.31,304.55,273.6060702,274.4306248,352.47,0.09399999999999978
63.5,0.936,59.5,60,60,30,0,0.843,354.43,307.15,274.6819922,277.1190469,351.05,0.7879999999999996
89.7,1.318,118.4,60,120,30,0,0.803,350.99,312.975,275.8487034,282.1178593,0,0.316791666666667
72.5,1.069,77.7,60,80,90,0,0.853,352.39,307.7,274.6308781,280.6956389,314.55,0.5586249999999999
64,0.94,60.4,60,60,90,0,0.843,353.25,315.125,273.6243416,278.3012943,337.87,0.6354166666666666
52.7,0.78,41.2,60,40,30,0,0.633,340.01,304.425,273.9329432,274.3510412,0,0.8896250000000009
51.6,0.769,39.7,60,40,60,0,0.523,312.73,304.5,273.6158326,274.5296135,352.47,0.20574999999999904
89.8,1.308,117.6,60,120,0,0,1.123,391.47,309.6,284.993437,281.332298,344.51,0.68225
72.4,1.069,77.5,60,80,90,0,0.693,346.17,301.75,273.5994441,274.3133286,314.55,0.5552499999999995
82.5,1.211,100,60,100,30,0,1.203,362.45,336.825,275.4138463,291.6859785,338.17,0.25625
91.2,1.334,121.8,60,120,60,0,2.173,372.89,361.675,273.83775,287.4392442,333.65,0.0934583333333336
81.8,1.212,99.4,60,100,60,0,0.603,322.43,305.2,273.8442622,274.4576697,362.37,0.17229999999999962
82.5,1.212,100,60,100,90,0,1.593,365.43,353.425,274.0399438,288.8709786,371.29,0.12004999999999995
63.3,0.93,59,60,60,0,0,0.973,368.63,306.275,273.6368265,275.9988302,352.85,1.0392500000000002
72.2,1.063,76.9,60,80,90,0,1.553,364.77,345.375,273.9226578,289.7309881,314.55,0.24243749999999978
52.6,0.778,41.1,60,40,60,0,0.733,351.19,304.725,273.5214835,274.4801002,352.47,1.1616249999999995
86.8,1.284,111.8,60,120,30,0,0.353,309.43,302.975,273.3667948,273.7178908,0,0.053791666666666536
82.1,1.214,99.8,60,100,90,0,0.573,337.03,304.125,273.7996153,274.6068802,371.29,0.32904999999999973
63.5,0.935,59.6,60,60,30,0,0.893,354.43,310.7,274.1384331,279.3712003,351.05,0.7288333333333327
90.9,1.329,120.9,60,120,60,0,2.403,376.27,369.6,274.3735195,282.7244452,333.65,0.05558333333333299
80.9,1.189,96.4,60,100,60,0,1.573,365.67,351.375,274.216302,288.7432411,362.37,0.14294999999999958
51.9,0.769,40,60,40,0,0,0.553,333.35,303.85,273.4328427,274.5571247,353.75,0.7375
63.3,0.934,59.2,60,60,60,0,0.793,351.77,313.825,274.2756109,282.1137697,342.29,0.6324166666666665
74,1.086,80.5,60,80,60,0,1.063,357.33,318.05,274.3319475,285.5400498,371.51,0.4910000000000004
52.7,0.782,41.3,60,40,90,0,0.643,348.33,305.925,273.398998,274.4026638,322.31,1.0601250000000007
89.8,1.309,117.6,60,120,0,0,1.303,394.33,308.975,274.1973777,279.4467584,344.51,0.7112916666666668
72.2,1.063,76.9,60,80,90,0,1.443,363.33,344.6,274.3361703,292.6091024,314.55,0.23412500000000022
63.4,0.936,59.4,60,60,60,0,0.803,352.31,316.2,274.311034,283.6541262,342.29,0.6018333333333327
90.2,1.325,119.7,60,120,90,0,1.823,368.59,359.525,273.9673127,285.2744588,0,0.07554166666666665
89.9,1.314,118.3,60,120,30,0,1.893,377.23,348.025,277.0187207,294.1035001,0,0.24337499999999987
73.8,1.084,80.1,60,80,30,0,1.243,360.65,333.875,274.2769428,295.2780177,335.47,0.3346874999999997
74.3,1.086,80.9,60,80,0,0,0.563,381.31,304.325,273.819328,274.6250706,327.27,0.9623124999999995
90.9,1.329,121,60,120,60,0,2.433,375.73,370.175,273.9878544,282.4291433,333.65,0.046291666666666724
63.7,0.942,60.2,60,60,30,0,0.613,336.57,304.5,273.513318,274.2530261,351.05,0.5344999999999999
52.2,0.771,40.4,60,40,60,0,0.823,354.73,305.3,273.513318,274.9397858,352.47,1.2357500000000001
72.4,1.067,77.4,60,80,90,0,1.143,357.17,323.375,275.4482602,286.1754558,314.55,0.42243749999999947
74.1,1.085,80.5,60,80,60,0,1.203,359.49,324.25,274.3961942,284.1193512,371.51,0.4405000000000001
80.7,1.184,95.5,60,100,60,0,1.743,368.61,353.45,273.9914274,290.5966807,362.37,0.15160000000000026
83.2,1.223,101.9,60,100,30,0,0.783,353.11,322.825,275.8873345,277.3447388,338.17,0.3028499999999997
82.4,1.222,100.8,60,100,0,0,0.413,314.95,301.05,275.0261663,273.9541559,363.55,0.13900000000000035
72.1,1.061,76.6,60,80,90,0,1.543,364.43,348.775,273.8110598,289.5059113,314.55,0.19568749999999965
64.4,0.944,60.9,60,60,90,0,0.873,354.09,318.875,273.75663,278.2335519,337.87,0.5869166666666662
52,0.773,40.2,60,40,90,0,0.503,335.33,305.725,273.3887467,274.4725606,322.31,0.7401250000000005
83.5,1.232,102.9,60,100,30,0,0.383,337.25,304.875,274.4557565,274.2374282,338.17,0.32375
52.2,0.773,40.3,60,40,60,0,0.613,336.37,304.575,273.453315,274.4547988,352.47,0.7948750000000004
81.9,1.204,98.8,60,100,0,0,0.543,359.99,302.55,273.6005552,274.4016656,363.55,0.5744000000000006
63.8,0.938,59.8,60,60,0,0,0.893,356.13,304.1,273.5586563,274.5320275,352.85,0.8671666666666672
63.7,0.944,60.2,60,60,0,0,0.533,318.21,303.9,273.5893177,274.4576697,352.85,0.23850000000000005
74,1.085,80.4,60,80,30,0,1.373,362.03,340.025,274.2666915,297.7352768,335.47,0.27506249999999993
83.2,1.222,101.7,60,100,30,0,0.923,355.15,332.15,274.4841664,290.5783294,338.17,0.23
90.1,1.323,119.3,60,120,90,0,1.923,369.85,364.05,274.1013149,281.4087328,0,0.04833333333333343
52,0.772,40.3,60,40,0,0,0.503,323.03,303.95,273.484664,274.6219601,353.75,0.4769999999999996
52.2,0.777,40.6,60,40,90,0,0.463,325.79,305.675,273.4709361,274.5024669,322.31,0.5028750000000002
52.2,0.771,40.4,60,40,0,0,0.753,351.71,303.75,273.4935113,274.6219601,353.75,1.1989999999999994
90.1,1.322,119.2,60,120,90,0,1.943,369.97,363.825,274.5273162,282.1115382,0,0.05120833333333318
72.4,1.072,78,60,80,90,0,0.663,340.53,301.125,273.5938468,274.2126225,314.55,0.4925624999999997
80.6,1.184,95.4,60,100,60,0,1.453,364.13,341.975,274.1154015,278.0905634,362.37,0.2215500000000003
52.3,0.777,40.7,60,40,30,0,0.443,314.99,303.5,274.2738327,274.1246794,0,0.2872499999999988
74.4,1.089,81.2,60,80,0,0,0.623,375.43,305.125,273.8514271,275.1738165,327.27,0.8788124999999993
53.5,0.793,42.5,60,40,90,0,0.703,351.43,312.575,275.2010973,280.9587024,322.31,0.971374999999999
90.4,1.323,119.9,60,120,60,0,1.743,365.91,341.8,273.8042171,288.3430905,333.65,0.20091666666666677
91.2,1.334,122.1,60,120,60,0,2.013,371.31,358.1,274.0708692,289.4377254,333.65,0.11008333333333316
82.7,1.229,101.9,60,100,60,0,0.563,312.09,305.2,273.6378524,274.5223459,362.37,0.06889999999999986
73.7,1.084,80,60,80,60,0,1.323,361.95,334.225,273.7582763,283.543708,371.51,0.3465625000000003
63.2,0.931,59,60,60,30,0,0.923,359.37,309.575,275.5978562,277.5669182,351.05,0.829916666666667
82.6,1.228,101.5,60,100,60,0,0.563,312.47,305.2,273.6469909,274.5223459,362.37,0.07269999999999982
73.3,1.09,80.1,60,80,90,0,0.573,309.73,299.975,273.5766146,274.3115363,314.55,0.12193749999999995
91.4,1.335,122.3,60,120,60,0,2.363,374.35,368.8,275.8098872,283.0597595,333.65,0.0462500000000001
82.8,1.214,100.7,60,100,30,0,1.333,358.738,342.125,296.2880146,291.4481556,338.17,0.16612999999999942
63.3,0.933,59.2,60,60,60,0,0.913,353.75,314.25,274.1624228,280.9717645,342.29,0.6583333333333333
63.6,0.938,59.7,60,60,30,0,0.723,350.81,304.95,273.9673127,274.2901754,351.05,0.7643333333333326
52.1,0.775,40.5,60,40,0,0,0.443,309.51,304,273.4709361,274.6048769,353.75,0.13774999999999976
89.9,1.314,118.4,60,120,30,0,1.773,379.07,348.025,274.5327509,294.1362455,0,0.2587083333333335
52.5,0.773,40.7,60,40,0,0,0.773,354.81,303.7,273.5281534,274.5296135,353.75,1.2777499999999988
90.1,1.331,120.1,60,120,90,0,0.693,344.35,304.25,273.9624038,274.494123,0,0.3341666666666664
52,0.77,40.1,60,40,0,0,0.523,328.49,303.875,273.4201851,274.5791606,353.75,0.6153749999999988
91,1.33,121.2,60,120,60,0,2.403,376.13,371.25,273.8690271,282.7531245,333.65,0.04066666666666663
83.4,1.226,102.5,60,100,30,0,0.613,351.61,318.575,277.8513828,287.07776,338.17,0.33035000000000025
52.3,0.775,40.5,60,40,60,0,0.613,335.15,304.55,273.5174235,274.5040064,352.47,0.7650000000000006
82.7,1.215,100.7,60,100,90,0,1.783,369.61,357.1,274.6675638,288.560278,371.29,0.1250999999999999
63.7,0.944,60.3,60,60,0,0,0.523,319.09,303.9,273.709464,274.4576697,352.85,0.25316666666666665
63.7,0.941,60,60,60,30,0,0.633,342.77,304.65,273.453315,274.2960076,351.05,0.6353333333333334
81,1.189,96.6,60,100,60,0,1.553,365.69,350.6,274.3217508,289.0111685,362.37,0.1509000000000003
90.9,1.329,121,60,120,60,0,2.303,373.95,370.55,275.0447295,281.796772,333.65,0.028333333333333616
72.2,1.064,77.1,60,80,90,0,1.263,360.07,336.1,274.6220734,287.7016322,314.55,0.29962499999999964
82.5,1.222,101,60,100,0,0,0.423,320.15,301.225,274.9679659,274.0751126,363.55,0.1892500000000001
63.5,0.933,59.3,60,60,0,0,0.993,360.73,307.05,276.6049964,277.3887105,352.85,0.8946666666666668
90.6,1.327,120.5,60,120,60,0,1.813,368.51,351.625,273.6772571,286.3083624,333.65,0.14070833333333327
72.3,1.067,77.4,60,80,90,0,0.953,354.53,315.325,274.5200365,286.9019393,314.55,0.4900624999999998
82.1,1.207,99.2,60,100,90,0,1.383,363.33,343.8,274.1179876,284.5880942,371.29,0.1953000000000003
73.9,1.085,80.3,60,80,30,0,1.093,360.27,324.975,275.1974374,292.48811,335.47,0.4411875000000002
52.1,0.777,40.6,60,40,90,0,0.463,324.65,305.65,273.4582207,274.4866625,322.31,0.475
52.8,0.783,41.5,60,40,90,0,0.683,350.19,307.825,274.1313256,276.2412511,322.31,1.0591249999999988
52.2,0.777,40.7,60,40,30,0,0.373,306.59,303.075,273.4201851,273.9761356,0,0.08787499999999966
91,1.331,121.3,60,120,60,0,2.413,375.61,369.225,273.9824662,282.8674671,333.65,0.05320833333333326
82,1.202,98.8,60,100,30,0,1.153,370.17,337.15,273.9818654,290.6556181,338.17,0.3301999999999998
80.5,1.182,95.4,60,100,60,0,1.613,366.29,351.625,274.3533287,290.9990663,362.37,0.14664999999999964
73.9,1.085,80.3,60,80,30,0,1.373,364.29,338.15,275.181748,299.9651698,335.47,0.3267499999999998
81.1,1.193,97,60,100,60,0,1.213,359.77,329.4,274.6506665,281.8219855,362.37,0.3037
74,1.086,80.6,60,80,60,0,0.913,353.85,305.525,273.7200877,274.2824752,371.51,0.6040624999999998
90.4,1.328,120.4,60,120,90,0,1.863,369.05,354.75,274.0800538,286.6883406,0,0.11916666666666628
72.1,1.061,76.5,60,80,90,0,1.443,363.25,340.9,274.0303408,292.0815433,314.55,0.27937500000000026
91,1.33,121.1,60,120,60,0,2.363,375.77,369.05,274.2800442,282.9819208,333.65,0.05600000000000023
73.8,1.082,80,60,80,30,0,1.443,364.09,343.65,275.0014859,298.1509333,335.47,0.25549999999999995
64.2,0.942,60.7,60,60,90,0,0.853,353.61,317.175,273.7227128,277.4977005,337.87,0.607250000000001
63.7,0.943,60.3,60,60,30,0,0.543,325.61,304.075,273.5537326,274.0383505,351.05,0.35891666666666616
82.3,1.215,100,60,100,90,0,0.603,345.09,304.225,273.7183309,274.543736,371.29,0.40865000000000007
74.3,1.086,80.8,60,80,0,0,0.563,382.41,304.15,273.7965292,274.5138182,327.27,0.9782499999999998
72.2,1.063,76.9,60,80,90,0,1.443,363.37,344.675,274.4157014,292.3804229,314.55,0.23368750000000063
63.3,0.94,59.5,60,60,60,0,0.503,316.97,303.3,273.6903702,274.5296135,342.29,0.2278333333333336
52.2,0.774,40.5,60,40,60,0,0.593,328.11,304.575,273.454959,274.5073872,352.47,0.5883749999999992
52.4,0.774,40.6,60,40,60,0,0.813,353.73,305.55,273.6763079,275.2396571,352.47,1.2045000000000001
63.5,0.944,60.1,60,60,0,0,0.503,306.99,303.75,273.4201851,274.4227922,352.85,0.0539999999999992
82.7,1.214,100.4,60,100,30,0,1.233,364.87,338.25,276.3798607,291.0493482,338.17,0.26620000000000005
82.5,1.212,100.2,60,100,90,0,1.713,368.71,355.375,274.7602795,289.2828598,371.29,0.1333499999999998
80.6,1.183,95.5,60,100,60,0,1.693,368.07,353.2,274.0026429,290.5837795,362.37,0.14870000000000005
90.3,1.326,120.1,60,120,90,0,1.973,370.57,363.575,273.8185806,283.2072942,0,0.05829166666666623
82.5,1.212,100.2,60,100,90,0,1.533,365.53,352.7,274.0371302,289.6332238,371.29,0.12829999999999983
64.4,0.949,61.3,60,60,90,0,0.493,334.79,306.475,273.5659327,274.4445398,337.87,0.47191666666666665
82.5,1.212,100.1,60,100,90,0,1.723,368.63,355.9,274.5417615,289.4965593,371.29,0.1273000000000002
52.5,0.776,40.8,60,40,60,0,0.713,350.41,304.7,273.5077709,274.4576697,352.47,1.1427499999999995
63.7,0.941,60,60,60,30,0,0.663,345.59,304.75,273.5281534,274.2901754,351.05,0.6806666666666662
73.9,1.085,80.4,60,80,30,0,1.343,361.83,340.3,274.4526895,297.7392253,335.47,0.2691250000000004
63.2,0.933,59.1,60,60,60,0,0.713,350.73,304.05,273.8690271,275.0993589,342.29,0.7780000000000001
90.9,1.329,121,60,120,60,0,2.353,373.53,365.7,276.2728192,287.3731033,333.65,0.06524999999999986
82.7,1.214,100.7,60,100,30,0,1.253,362.75,337.825,274.8007574,292.1837201,338.17,0.2492500000000001
63.8,0.937,59.8,60,60,0,0,0.933,361.67,304.175,273.6104346,274.5171747,352.85,0.95825
64.3,0.943,60.6,60,60,90,0,0.873,354.37,317.625,273.7218391,278.3719888,337.87,0.6124166666666667
72.4,1.07,77.4,60,80,90,0,0.693,345.65,301.8,273.55,274.3569245,314.55,0.5481250000000003
82.1,1.219,100.1,60,100,60,0,0.583,315.71,305.225,273.7688699,274.4725606,362.37,0.10485000000000014
52.1,0.778,40.6,60,40,90,0,0.433,314.43,305.65,273.5938468,274.5571247,322.31,0.2194999999999993
63.7,0.94,60,60,60,0,0,0.663,341.07,304.075,273.5063706,274.4445398,352.85,0.6165833333333334
73.6,1.084,79.9,60,80,60,0,0.723,339.83,305.275,273.6158326,274.308663,371.51,0.4319375000000001
71.9,1.058,76.2,60,80,90,0,1.453,363.69,344.35,274.1589599,286.9033026,314.55,0.2417499999999997
63.4,0.936,59.5,60,60,60,0,0.783,351.41,308.525,274.1338699,279.3550383,342.29,0.7147499999999999
52.5,0.779,41,60,40,30,0,0.503,321.51,303.85,274.2026158,274.2239336,0,0.4415000000000006
52.2,0.771,40.3,60,40,0,0,0.763,350.53,303.75,273.4771085,274.6219601,353.75,1.1694999999999993
83.3,1.222,101.9,60,100,30,0,1.343,369.25,341.775,277.1041118,290.22891,338.17,0.2747500000000002
89.8,1.321,119.2,60,120,90,0,1.423,359.29,351.375,275.7840084,278.0315127,0,0.06595833333333304
90.4,1.322,119.6,60,120,30,0,1.683,374.21,344.175,276.9279624,294.3891737,0,0.25029166666666686
73.9,1.084,80.3,60,80,30,0,1.363,362.21,340.7,274.3365918,297.583106,335.47,0.26887499999999986
72.1,1.061,76.7,60,80,90,0,1.463,363.07,342.425,274.3570626,292.9625171,314.55,0.25806249999999975
51.7,0.769,39.8,60,40,60,0,0.533,314.71,304.525,273.577785,274.4801002,352.47,0.25462500000000005
73.8,1.084,80.1,60,80,60,0,1.333,362.13,336.175,273.7840347,283.174761,371.51,0.3244375000000005
90.1,1.335,120.6,60,120,60,0,0.633,304.45,304.125,273.6190416,273.9389867,333.65,0.0027083333333332384
90.8,1.329,120.9,60,120,60,0,1.853,366.69,357.05,274.6741391,282.146666,333.65,0.08033333333333369
63.7,0.942,60.1,60,60,30,0,0.563,330.05,304.2,273.5972136,274.1246794,351.05,0.4308333333333328
82.6,1.216,100.6,60,100,90,0,1.313,362.11,344.1,274.2073552,283.1874299,371.29,0.18010000000000048
90.1,1.324,119.5,60,120,30,0,0.993,358.45,315.3,277.5203547,279.1447199,0,0.35958333333333364
73.8,1.083,80,60,80,60,0,1.383,363.49,343.55,273.9642481,286.8177235,371.51,0.2492500000000007
63.9,0.942,60.3,60,60,0,0,0.723,346.15,304.05,273.5372983,274.494123,352.85,0.701666666666667
52.3,0.774,40.5,60,40,60,0,0.613,340.27,304.6,273.4614482,274.4576697,352.47,0.8917500000000004
74.3,1.084,80.6,60,80,0,0,0.553,388.31,303.8,273.8521396,274.3896236,327.27,1.0563749999999998
90,1.322,119.1,60,120,0,0,0.863,341.73,301.375,274.2486355,274.1035023,344.51,0.3362916666666663
63,0.933,58.9,60,60,60,0,0.563,334.99,303.25,273.5719005,274.4866625,342.29,0.5289999999999992
51.9,0.768,40,60,40,0,0,0.593,339.59,303.825,273.4292848,274.543736,353.75,0.8941249999999996
81.1,1.192,96.6,60,100,60,0,1.363,362.79,339.225,274.2936783,281.3915108,362.37,0.23564999999999997
83.3,1.224,102,60,100,30,0,0.763,352.91,325.3,275.9272288,279.2516391,338.17,0.2761000000000001
73.2,1.081,79.3,60,80,60,0,0.683,326.91,305.025,273.647996,274.209481,371.51,0.2735624999999999
63.5,0.936,59.7,60,60,30,0,0.883,358.27,307.525,273.6857238,276.2065503,351.05,0.8457500000000001
82.3,1.211,99.9,60,100,90,0,1.643,367.67,351.7,274.8343396,292.7122937,371.29,0.1596999999999997
80.5,1.183,95.4,60,100,60,0,1.503,365.05,348.225,274.0960444,283.1397865,362.37,0.1682499999999999
53.2,0.785,41.8,60,40,30,0,0.763,350.25,304.825,273.8392024,274.4775918,0,1.1356250000000003
90.3,1.327,120.1,60,120,30,0,0.463,336.17,303.525,276.4480297,274.0116844,0,0.2720416666666665
73.7,1.083,80,60,80,60,0,1.373,363.13,344.6,273.9697561,289.0061239,371.51,0.23162500000000036
91,1.329,121.2,60,120,60,0,2.333,375.57,369.225,273.9848653,283.0822287,333.65,0.05287500000000023
89.8,1.309,117.8,60,120,0,0,1.263,397.25,309.925,281.6155183,280.570411,344.51,0.7277083333333337
73.4,1.085,79.7,60,80,0,0,0.483,322.23,302.775,273.6995453,274.2465856,327.27,0.2431874999999998
74,1.083,80.3,60,80,60,0,1.263,360.69,330.825,273.9824662,285.1456589,371.51,0.3733125000000001
82,1.206,99.1,60,100,90,0,1.423,363.77,346.825,274.1484989,288.7334046,371.29,0.16944999999999993
63.3,0.937,59.4,60,60,30,0,0.483,316.49,303.625,273.6958938,273.951561,351.05,0.21441666666666587
73.6,1.083,79.9,60,80,30,0,0.823,352.09,309.675,274.6839492,276.7595937,335.47,0.5301875000000003
71.8,1.057,76.2,60,80,90,0,1.423,363.35,340.125,274.1221111,281.8732926,314.55,0.2903124999999996
74,1.086,80.4,60,80,30,0,1.183,358.97,326.1,274.5842245,294.0191958,335.47,0.41087500000000005
90.3,1.326,120,60,120,90,0,1.903,369.49,363.825,275.0949936,283.9318907,0,0.047208333333333505
73.7,1.08,79.8,60,80,60,0,1.303,361.33,334.25,274.0257854,284.0565729,371.51,0.3384999999999998
63.8,0.944,60.3,60,60,90,0,0.433,315.99,305.9,273.6772571,274.3233144,337.87,0.16816666666666624
52.6,0.777,41,60,40,60,0,0.723,349.97,304.725,273.4771085,274.4801002,352.47,1.1311250000000002
73.1,1.085,79.6,60,80,30,0,0.443,311.81,302.025,273.672494,274.6091664,335.47,0.12231250000000031
82,1.203,98.9,60,100,30,0,1.183,370.23,337.95,273.9818654,290.2288368,338.17,0.32279999999999975
83.1,1.22,101.5,60,100,30,0,0.913,357.45,327.15,276.1798515,279.5723568,338.17,0.3030000000000001
52.7,0.781,41.3,60,40,90,0,0.633,348.15,306.05,273.8464194,274.489154,322.31,1.0525000000000007
74,1.086,80.6,60,80,30,0,1.373,363.75,339.525,275.4116366,298.6657958,335.47,0.30281250000000026
64.4,0.948,61.2,60,60,90,0,0.523,339.49,306.6,273.5411521,274.5296135,337.87,0.5481666666666674
89.8,1.308,117.7,60,120,0,0,1.123,391.37,310.6,284.169392,282.5430826,344.51,0.6730833333333337
72.3,1.066,77.3,60,80,90,0,1.143,358.23,317.25,274.6339137,286.0157167,314.55,0.5122499999999995
89.7,1.319,118.3,60,120,90,0,1.483,359.89,351.625,277.9793892,277.7401162,0,0.06887499999999988
63.3,0.933,59.1,60,60,60,0,1.033,356.53,320.175,273.9728001,281.1501562,342.29,0.605916666666667
91,1.331,121.6,60,120,60,0,2.313,374.61,362.6,273.9943933,290.7366427,333.65,0.10008333333333373
64.5,0.946,61.2,60,60,90,0,0.883,355.39,317.075,274.2399541,278.1040388,337.87,0.6385833333333333
52.7,0.782,41.3,60,40,30,0,0.553,330.97,304.15,274.1231393,274.3610601,0,0.6704999999999999
52,0.774,40.3,60,40,90,0,0.473,328.37,305.7,273.4449576,274.5223459,322.31,0.5667500000000004
82,1.208,99.1,60,100,60,0,0.773,351.47,305.225,273.7130275,274.4801002,362.37,0.46245
64.4,0.945,60.9,60,60,90,0,0.873,353.67,319.4,273.6763079,277.9315618,337.87,0.5711666666666664
63.5,0.933,59.5,60,60,0,0,0.993,361.71,307.575,275.9100725,277.7095139,352.85,0.9022499999999999
63.6,0.94,59.9,60,60,0,0,0.643,339.47,304.05,273.484664,274.494123,352.85,0.5903333333333336
64.5,0.945,61,60,60,90,0,0.883,354.61,319.15,273.7227128,278.2378941,337.87,0.5910000000000006
90.2,1.327,120,60,120,90,0,1.523,364.35,349.5,273.8464194,279.1635957,0,0.12374999999999972
91.7,1.341,122.9,60,120,60,0,2.383,375.77,368.95,274.3149034,286.9473427,333.65,0.05683333333333328
63.7,0.937,59.7,60,60,0,0,0.913,358.45,304.15,273.5742641,274.5665686,352.85,0.9050000000000001
64.4,0.947,61,60,60,90,0,0.573,344.85,306.675,273.5437004,274.5171747,337.87,0.6362500000000002
63.7,0.944,60.3,60,60,0,0,0.523,318.81,303.9,273.5893177,274.4576697,352.85,0.24849999999999947
63.3,0.933,59,60,60,30,0,1.083,361.21,312.825,276.7959567,275.072455,351.05,0.8064166666666666
82.1,1.212,99.7,60,100,60,0,0.663,341.75,305.175,273.7824555,274.5073872,362.37,0.36575000000000046
62.9,0.926,58.6,60,60,30,0,1.063,361.01,310.975,276.3512498,274.8923643,351.05,0.8339166666666671
80.4,1.181,95,60,100,60,0,1.493,364.29,348.25,274.3407981,285.2795782,362.37,0.16039999999999963
82.2,1.209,99.6,60,100,90,0,1.113,358.63,315.9,274.145992,278.8012535,371.29,0.4273000000000002
51.9,0.772,40.2,60,40,90,0,0.483,330.47,305.75,273.4363564,274.4866625,322.31,0.6179999999999992
